,종류,지역,위도,경도
52,solar,서귀포시 성산읍,33.41805,126.88147
53,solar,제주시 한림읍,33.39344,126.26684
54,solar,서귀포시 성산읍,33.41805,126.88147
55,solar,제주시 구좌읍,33.51662,126.81055
56,solar,제주시 구좌읍,33.51662,126.81055
57,solar,서귀포시 표선면,33.3504543,126.794049
58,solar,제주시 한경면,33.3305,126.21066
59,solar,제주시 구좌읍,33.51662,126.81055
60,solar,서귀포시 표선면,33.3504543,126.794049
61,solar,제주시 구좌읍,33.51662,126.81055
62,solar,제주시 구좌읍,33.51662,126.81055
63,solar,제주시 아라일동,33.46882,126.54574
64,solar,제주시 구좌읍,33.51662,126.81055
65,solar,제주시 조천읍,33.50888,126.66305
66,solar,제주시 해안동,33.44899,126.46036
67,solar,서귀포시 안덕면,33.27688,126.34925
68,solar,제주시 노형동,33.4781247,126.4754867
69,solar,제주시 도련일동,33.5059,126.5869
70,solar,서귀포시 성산읍,33.41805,126.88147
71,solar,서귀포시 성산읍,33.41805,126.88147
72,solar,서귀포시 성산읍,33.41805,126.88147
73,solar,제주시 애월읍,33.45079,126.3752
74,solar,서귀포시 표선면,33.3504543,126.794049
75,solar,서귀포시 표선면,33.3504543,126.794049
76,solar,서귀포시 표선면,33.3504543,126.794049
77,solar,제주시 구좌읍,33.51662,126.81055
78,solar,제주시 구좌읍,33.51662,126.81055
79,solar,제주시 조천읍,33.50888,126.66305
80,solar,제주시 한경면,33.3305,126.21066
81,solar,제주시 구좌읍,33.51662,126.81055
82,solar,서귀포시 성산읍,33.41805,126.88147
83,solar,서귀포시 안덕면,33.27688,126.34925
84,solar,제주시 애월읍,33.45079,126.3752
85,solar,서귀포시 대정읍,33.2218157,126.2529945
86,solar,제주시 한림읍,33.39344,126.26684
87,solar,제주시 한림읍,33.39344,126.26684
88,solar,제주시 한림읍,33.39344,126.26684
89,solar,제주시 한림읍,33.39344,126.26684
90,solar,제주시 한림읍,33.39344,126.26684
91,solar,제주시 한림읍,33.39344,126.26684
92,solar,제주시 한림읍,33.39344,126.26684
93,solar,제주시 한림읍,33.39344,126.26684
94,solar,제주시 한림읍,33.39344,126.26684
95,solar,제주시 한림읍,33.39344,126.26684
96,solar,서귀포시 토평동,33.2705286,126.5841149
97,solar,서귀포시 표선면,33.3504543,126.794049
98,solar,서귀포시 표선면,33.3504543,126.794049
99,solar,서귀포시 남원읍,33.3076683,126.6907475
100,solar,서귀포시 남원읍,33.3076683,126.6907475
101,solar,서귀포시 남원읍,33.3076683,126.6907475
102,solar,서귀포시 남원읍,33.3076683,126.6907475
103,solar,서귀포시 남원읍,33.3076683,126.6907475
104,solar,서귀포시 남원읍,33.3076683,126.6907475
105,solar,서귀포시 남원읍,33.3076683,126.6907475
106,solar,서귀포시 남원읍,33.3076683,126.6907475
107,solar,서귀포시 남원읍,33.3076683,126.6907475
108,solar,서귀포시 남원읍,33.3076683,126.6907475
109,solar,제주시 이호이동,33.498551,126.4565213
110,solar,제주시 한경면,33.3305,126.21066
111,solar,서귀포시 대정읍,33.2218157,126.2529945
112,solar,제주시 조천읍,33.50888,126.66305
113,solar,서귀포시 안덕면,33.27688,126.34925
114,solar,서귀포시 안덕면,33.27688,126.34925
115,solar,서귀포시 안덕면,33.27688,126.34925
116,solar,서귀포시 대정읍,33.2218157,126.2529945
117,solar,서귀포시 대정읍,33.2218157,126.2529945
118,solar,서귀포시 대정읍,33.2218157,126.2529945
119,solar,제주시 한경면,33.3305,126.21066
120,solar,서귀포시 남원읍,33.3076683,126.6907475
121,solar,제주시 노형동,33.4781247,126.4754867
122,solar,서귀포시 남원읍,33.3076683,126.6907475
123,solar,서귀포시 남원읍,33.3076683,126.6907475
124,solar,서귀포시 남원읍,33.3076683,126.6907475
125,solar,서귀포시 남원읍,33.3076683,126.6907475
126,solar,서귀포시 남원읍,33.3076683,126.6907475
127,solar,서귀포시 대정읍,33.2218157,126.2529945
128,solar,서귀포시 남원읍,33.3076683,126.6907475
129,solar,서귀포시 남원읍,33.3076683,126.6907475
130,solar,서귀포시 남원읍,33.3076683,126.6907475
131,solar,서귀포시 남원읍,33.3076683,126.6907475
132,solar,서귀포시 남원읍,33.3076683,126.6907475
133,solar,서귀포시 남원읍,33.3076683,126.6907475
134,solar,서귀포시 남원읍,33.3076683,126.6907475
135,solar,서귀포시 남원읍,33.3076683,126.6907475
136,solar,서귀포시 남원읍,33.3076683,126.6907475
137,solar,서귀포시 남원읍,33.3076683,126.6907475
138,solar,서귀포시 남원읍,33.3076683,126.6907475
139,solar,서귀포시 대정읍,33.2218157,126.2529945
140,solar,서귀포시 대정읍,33.2218157,126.2529945
141,solar,제주시 외도일동,33.4855847,126.4284514
142,solar,제주시 이호이동,33.498551,126.4565213
143,solar,제주시 구좌읍,33.51662,126.81055
144,solar,제주시 한림읍,33.39344,126.26684
145,solar,제주시 외도일동,33.4855847,126.4284514
146,solar,제주시 조천읍,33.50888,126.66305
147,solar,제주시 조천읍,33.50888,126.66305
148,solar,서귀포시 대정읍,33.2218157,126.2529945
149,solar,서귀포시 대정읍,33.2218157,126.2529945
150,solar,제주시 구좌읍,33.51662,126.81055
151,solar,제주시 한림읍,33.39344,126.26684
152,solar,제주시 한경면,33.3305,126.21066
153,solar,제주시 회천동,33.4956,126.61479
154,solar,제주시 한림읍,33.39344,126.26684
155,solar,서귀포시 강정동,33.24695,126.48927
156,solar,제주시 한경면,33.3305,126.21066
157,solar,제주시 한림읍,33.39344,126.26684
158,solar,제주시 한림읍,33.39344,126.26684
159,solar,제주시 한림읍,33.39344,126.26684
160,solar,제주시 한림읍,33.39344,126.26684
161,solar,제주시 한림읍,33.39344,126.26684
162,solar,제주시 한림읍,33.39344,126.26684
163,solar,제주시 한림읍,33.39344,126.26684
164,solar,제주시 한림읍,33.39344,126.26684
165,solar,제주시 한림읍,33.39344,126.26684
166,solar,제주시 한림읍,33.39344,126.26684
167,solar,제주시 한림읍,33.39344,126.26684
168,solar,제주시 한림읍,33.39344,126.26684
169,solar,제주시 한림읍,33.39344,126.26684
170,solar,제주시 한림읍,33.39344,126.26684
171,solar,제주시 한림읍,33.39344,126.26684
172,solar,제주시 한림읍,33.39344,126.26684
173,solar,제주시 한림읍,33.39344,126.26684
174,solar,제주시 한림읍,33.39344,126.26684
175,solar,제주시 노형동,33.4781247,126.4754867
176,solar,서귀포시 대정읍,33.2218157,126.2529945
177,solar,서귀포시 대정읍,33.2218157,126.2529945
178,solar,제주시 조천읍,33.50888,126.66305
179,solar,제주시 한림읍,33.39344,126.26684
180,solar,제주시 한경면,33.3305,126.21066
181,solar,제주시 회천동,33.4956,126.61479
182,solar,제주시 회천동,33.4956,126.61479
183,solar,서귀포시 대정읍,33.2218157,126.2529945
184,solar,서귀포시 대정읍,33.2218157,126.2529945
185,solar,제주시 한림읍,33.39344,126.26684
186,solar,제주시 한림읍,33.39344,126.26684
187,solar,제주시 한림읍,33.39344,126.26684
188,solar,제주시 한림읍,33.39344,126.26684
189,solar,제주시 한림읍,33.39344,126.26684
190,solar,제주시 한림읍,33.39344,126.26684
191,solar,제주시 한림읍,33.39344,126.26684
192,solar,서귀포시 표선면,33.3504543,126.794049
193,solar,제주시 한림읍,33.39344,126.26684
194,solar,제주시 한림읍,33.39344,126.26684
195,solar,제주시 한림읍,33.39344,126.26684
196,solar,서귀포시 대정읍,33.2218157,126.2529945
197,solar,서귀포시 대정읍,33.2218157,126.2529945
198,solar,서귀포시 대정읍,33.2218157,126.2529945
199,solar,서귀포시 대정읍,33.2218157,126.2529945
200,solar,서귀포시 대정읍,33.2218157,126.2529945
201,solar,제주시 한경면,33.3305,126.21066
202,solar,제주시 구좌읍,33.51662,126.81055
203,solar,제주시 구좌읍,33.51662,126.81055
204,solar,제주시 삼양일동,33.52345,126.599
205,solar,제주시 회천동,33.4956,126.61479
206,solar,서귀포시 대정읍,33.2218157,126.2529945
207,solar,제주시 애월읍,33.45079,126.3752
208,solar,서귀포시 표선면,33.3504543,126.794049
209,solar,서귀포시 호근동,33.25632,126.53351
210,solar,서귀포시 대정읍,33.2218157,126.2529945
211,solar,제주시 노형동,33.4781247,126.4754867
212,solar,서귀포시 대정읍,33.2218157,126.2529945
213,solar,서귀포시 대정읍,33.2218157,126.2529945
214,solar,서귀포시 대정읍,33.2218157,126.2529945
215,solar,제주시 외도일동,33.4855847,126.4284514
216,solar,서귀포시 표선면,33.3504543,126.794049
217,solar,제주시 한림읍,33.39344,126.26684
218,solar,제주시 한림읍,33.39344,126.26684
219,solar,제주시 한림읍,33.39344,126.26684
220,solar,제주시 한림읍,33.39344,126.26684
221,solar,서귀포시 대정읍,33.2218157,126.2529945
222,solar,제주시 애월읍,33.45079,126.3752
223,solar,서귀포시 표선면,33.3504543,126.794049
224,solar,서귀포시 대정읍,33.2218157,126.2529945
225,solar,서귀포시 대정읍,33.2218157,126.2529945
226,solar,서귀포시 대정읍,33.2218157,126.2529945
227,solar,서귀포시 대정읍,33.2218157,126.2529945
228,solar,서귀포시 대정읍,33.2218157,126.2529945
229,solar,서귀포시 대정읍,33.2218157,126.2529945
230,solar,제주시 영평동,33.4812,126.57106
231,solar,서귀포시 표선면,33.3504543,126.794049
232,solar,서귀포시 대정읍,33.2218157,126.2529945
233,solar,서귀포시 대정읍,33.2218157,126.2529945
234,solar,서귀포시 대정읍,33.2218157,126.2529945
235,solar,제주시 애월읍,33.45079,126.3752
236,solar,제주시 애월읍,33.45079,126.3752
237,solar,서귀포시 대정읍,33.2218157,126.2529945
238,solar,서귀포시 대정읍,33.2218157,126.2529945
239,solar,제주시 애월읍,33.45079,126.3752
240,solar,서귀포시 대정읍,33.2218157,126.2529945
241,solar,서귀포시 대정읍,33.2218157,126.2529945
242,solar,제주시 한경면,33.3305,126.21066
243,solar,서귀포시 대정읍,33.2218157,126.2529945
244,solar,제주시 한림읍,33.39344,126.26684
245,solar,제주시 한림읍,33.39344,126.26684
246,solar,제주시 한림읍,33.39344,126.26684
247,solar,제주시 한림읍,33.39344,126.26684
248,solar,제주시 한림읍,33.39344,126.26684
249,solar,서귀포시 남원읍,33.3076683,126.6907475
250,solar,제주시 한경면,33.3305,126.21066
251,solar,제주시 한경면,33.3305,126.21066
252,solar,제주시 한경면,33.3305,126.21066
253,solar,서귀포시 대정읍,33.2218157,126.2529945
254,solar,서귀포시 대정읍,33.2218157,126.2529945
255,solar,서귀포시 대정읍,33.2218157,126.2529945
256,solar,제주시 애월읍,33.45079,126.3752
257,solar,서귀포시 대정읍,33.2218157,126.2529945
258,solar,서귀포시 대정읍,33.2218157,126.2529945
259,solar,서귀포시 동홍동,33.26184,126.56804
260,solar,제주시 용담이동,33.50742,126.50615
261,solar,제주시 조천읍,33.50888,126.66305
262,solar,서귀포시 남원읍,33.3076683,126.6907475
263,solar,서귀포시 남원읍,33.3076683,126.6907475
264,solar,서귀포시 남원읍,33.3076683,126.6907475
265,solar,서귀포시 남원읍,33.3076683,126.6907475
266,solar,서귀포시 남원읍,33.3076683,126.6907475
267,solar,서귀포시 남원읍,33.3076683,126.6907475
268,solar,서귀포시 대정읍,33.2218157,126.2529945
269,solar,서귀포시 하예동,33.24016,126.3806
270,solar,제주시 한림읍,33.39344,126.26684
271,solar,서귀포시 표선면,33.3504543,126.794049
272,solar,제주시 구좌읍,33.51662,126.81055
273,solar,제주시 한림읍,33.39344,126.26684
274,solar,서귀포시 남원읍,33.3076683,126.6907475
275,solar,서귀포시 남원읍,33.3076683,126.6907475
276,solar,서귀포시 대정읍,33.2218157,126.2529945
277,solar,서귀포시 안덕면,33.27688,126.34925
278,solar,제주시 한경면,33.3305,126.21066
279,solar,제주시 한림읍,33.39344,126.26684
280,solar,서귀포시 대정읍,33.2218157,126.2529945
281,solar,서귀포시 표선면,33.3504543,126.794049
282,solar,제주시 회천동,33.4956,126.61479
283,solar,제주시 구좌읍,33.51662,126.81055
284,solar,제주시 구좌읍,33.51662,126.81055
285,solar,서귀포시 남원읍,33.3076683,126.6907475
286,solar,서귀포시 대정읍,33.2218157,126.2529945
287,solar,서귀포시 안덕면,33.27688,126.34925
288,solar,서귀포시 표선면,33.3504543,126.794049
289,solar,제주시 구좌읍,33.51662,126.81055
290,solar,서귀포시 대정읍,33.2218157,126.2529945
291,solar,서귀포시 대정읍,33.2218157,126.2529945
292,solar,서귀포시 표선면,33.3504543,126.794049
293,solar,서귀포시 표선면,33.3504543,126.794049
294,solar,제주시 구좌읍,33.51662,126.81055
295,solar,서귀포시 남원읍,33.3076683,126.6907475
296,solar,서귀포시 남원읍,33.3076683,126.6907475
297,solar,서귀포시 남원읍,33.3076683,126.6907475
298,solar,서귀포시 남원읍,33.3076683,126.6907475
299,solar,서귀포시 남원읍,33.3076683,126.6907475
300,solar,서귀포시 남원읍,33.3076683,126.6907475
301,solar,서귀포시 대정읍,33.2218157,126.2529945
302,solar,서귀포시 대정읍,33.2218157,126.2529945
303,solar,서귀포시 토평동,33.2705286,126.5841149
304,solar,제주시 한경면,33.3305,126.21066
305,solar,제주시 한림읍,33.39344,126.26684
306,solar,서귀포시 남원읍,33.3076683,126.6907475
307,solar,서귀포시 남원읍,33.3076683,126.6907475
308,solar,서귀포시 안덕면,33.27688,126.34925
309,solar,제주시 해안동,33.44899,126.46036
310,solar,제주시 해안동,33.44899,126.46036
311,solar,제주시 해안동,33.44899,126.46036
312,solar,제주시 해안동,33.44899,126.46036
313,solar,제주시 해안동,33.44899,126.46036
314,solar,서귀포시 대정읍,33.2218157,126.2529945
315,solar,서귀포시 대정읍,33.2218157,126.2529945
316,solar,서귀포시 대정읍,33.2218157,126.2529945
317,solar,서귀포시 대정읍,33.2218157,126.2529945
318,solar,서귀포시 대정읍,33.2218157,126.2529945
319,solar,제주시 이호이동,33.498551,126.4565213
320,solar,제주시 구좌읍,33.51662,126.81055
321,solar,서귀포시 서홍동,33.25965,126.55175
322,solar,서귀포시 표선면,33.3504543,126.794049
323,solar,제주시 한경면,33.3305,126.21066
324,solar,제주시 한경면,33.3305,126.21066
325,solar,제주시 한경면,33.3305,126.21066
326,solar,제주시 한림읍,33.39344,126.26684
327,solar,서귀포시 표선면,33.3504543,126.794049
328,solar,서귀포시 표선면,33.3504543,126.794049
329,solar,서귀포시 표선면,33.3504543,126.794049
330,solar,서귀포시 표선면,33.3504543,126.794049
331,solar,제주시 한경면,33.3305,126.21066
332,solar,제주시 도평동,33.47875,126.4515
333,solar,서귀포시 하효동,33.2582539,126.6179833
334,solar,제주시 한경면,33.3305,126.21066
335,solar,제주시 한경면,33.3305,126.21066
336,solar,제주시 구좌읍,33.51662,126.81055
337,solar,제주시 구좌읍,33.51662,126.81055
338,solar,제주시 구좌읍,33.51662,126.81055
339,solar,제주시 구좌읍,33.51662,126.81055
340,solar,제주시 구좌읍,33.51662,126.81055
341,solar,제주시 구좌읍,33.51662,126.81055
342,solar,제주시 구좌읍,33.51662,126.81055
343,solar,제주시 구좌읍,33.51662,126.81055
344,solar,제주시 구좌읍,33.51662,126.81055
345,solar,서귀포시 표선면,33.3504543,126.794049
346,solar,제주시 한림읍,33.39344,126.26684
347,solar,제주시 구좌읍,33.51662,126.81055
348,solar,제주시 구좌읍,33.51662,126.81055
349,solar,제주시 구좌읍,33.51662,126.81055
350,solar,서귀포시 성산읍,33.41805,126.88147
351,solar,서귀포시 성산읍,33.41805,126.88147
352,solar,서귀포시 성산읍,33.41805,126.88147
353,solar,서귀포시 성산읍,33.41805,126.88147
354,solar,서귀포시 성산읍,33.41805,126.88147
355,solar,서귀포시 성산읍,33.41805,126.88147
356,solar,서귀포시 표선면,33.3504543,126.794049
357,solar,서귀포시 표선면,33.3504543,126.794049
358,solar,서귀포시 표선면,33.3504543,126.794049
359,solar,서귀포시 표선면,33.3504543,126.794049
360,solar,제주시 구좌읍,33.51662,126.81055
361,solar,제주시 구좌읍,33.51662,126.81055
362,solar,제주시 구좌읍,33.51662,126.81055
363,solar,제주시 구좌읍,33.51662,126.81055
364,solar,제주시 구좌읍,33.51662,126.81055
365,solar,제주시 구좌읍,33.51662,126.81055
366,solar,제주시 구좌읍,33.51662,126.81055
367,solar,서귀포시 성산읍,33.41805,126.88147
368,solar,서귀포시 표선면,33.3504543,126.794049
369,solar,서귀포시 표선면,33.3504543,126.794049
370,solar,제주시 구좌읍,33.51662,126.81055
371,solar,서귀포시 대정읍,33.2218157,126.2529945
372,solar,서귀포시 대정읍,33.2218157,126.2529945
373,solar,제주시 구좌읍,33.51662,126.81055
374,solar,제주시 구좌읍,33.51662,126.81055
375,solar,서귀포시 성산읍,33.41805,126.88147
376,solar,제주시 우도면,33.5067019,126.955743
377,solar,제주시 회천동,33.4956,126.61479
378,solar,제주시 회천동,33.4956,126.61479
379,solar,제주시 회천동,33.4956,126.61479
380,solar,제주시 회천동,33.4956,126.61479
381,solar,제주시 구좌읍,33.51662,126.81055
382,solar,서귀포시 성산읍,33.41805,126.88147
383,solar,서귀포시 표선면,33.3504543,126.794049
384,solar,서귀포시 표선면,33.3504543,126.794049
385,solar,제주시 한경면,33.3305,126.21066
386,solar,서귀포시 성산읍,33.41805,126.88147
387,solar,서귀포시 성산읍,33.41805,126.88147
388,solar,서귀포시 성산읍,33.41805,126.88147
389,solar,서귀포시 성산읍,33.41805,126.88147
390,solar,서귀포시 성산읍,33.41805,126.88147
391,solar,제주시 한경면,33.3305,126.21066
392,solar,서귀포시 남원읍,33.3076683,126.6907475
393,solar,서귀포시 남원읍,33.3076683,126.6907475
394,solar,서귀포시 대정읍,33.2218157,126.2529945
395,solar,서귀포시 대정읍,33.2218157,126.2529945
396,solar,서귀포시 대정읍,33.2218157,126.2529945
397,solar,서귀포시 대정읍,33.2218157,126.2529945
398,solar,서귀포시 대정읍,33.2218157,126.2529945
399,solar,서귀포시 대정읍,33.2218157,126.2529945
400,solar,제주시 조천읍,33.50888,126.66305
401,solar,제주시 조천읍,33.50888,126.66305
402,solar,서귀포시 대정읍,33.2218157,126.2529945
403,solar,서귀포시 안덕면,33.27688,126.34925
404,solar,서귀포시 안덕면,33.27688,126.34925
405,solar,제주시 조천읍,33.50888,126.66305
406,solar,서귀포시 표선면,33.3504543,126.794049
407,solar,제주시 한림읍,33.39344,126.26684
408,solar,제주시 한림읍,33.39344,126.26684
409,solar,서귀포시 남원읍,33.3076683,126.6907475
410,solar,서귀포시 남원읍,33.3076683,126.6907475
411,solar,서귀포시 남원읍,33.3076683,126.6907475
412,solar,서귀포시 대정읍,33.2218157,126.2529945
413,solar,서귀포시 대정읍,33.2218157,126.2529945
414,solar,서귀포시 대정읍,33.2218157,126.2529945
415,solar,서귀포시 대정읍,33.2218157,126.2529945
416,solar,서귀포시 안덕면,33.27688,126.34925
417,solar,서귀포시 안덕면,33.27688,126.34925
418,solar,서귀포시 상예동,33.26177,126.38678
419,solar,제주시 애월읍,33.45079,126.3752
420,solar,서귀포시 성산읍,33.41805,126.88147
421,solar,서귀포시 성산읍,33.41805,126.88147
422,solar,서귀포시 성산읍,33.41805,126.88147
423,solar,서귀포시 성산읍,33.41805,126.88147
424,solar,서귀포시 성산읍,33.41805,126.88147
425,solar,서귀포시 성산읍,33.41805,126.88147
426,solar,서귀포시 성산읍,33.41805,126.88147
427,solar,서귀포시 성산읍,33.41805,126.88147
428,solar,제주시 애월읍,33.45079,126.3752
429,solar,제주시 구좌읍,33.51662,126.81055
430,solar,제주시 애월읍,33.45079,126.3752
431,solar,제주시 한경면,33.3305,126.21066
432,solar,제주시 한림읍,33.39344,126.26684
433,solar,제주시 한림읍,33.39344,126.26684
434,solar,서귀포시 대정읍,33.2218157,126.2529945
435,solar,서귀포시 남원읍,33.3076683,126.6907475
436,solar,서귀포시 대정읍,33.2218157,126.2529945
437,solar,서귀포시 대정읍,33.2218157,126.2529945
438,solar,서귀포시 대정읍,33.2218157,126.2529945
439,solar,서귀포시 대정읍,33.2218157,126.2529945
440,solar,서귀포시 대정읍,33.2218157,126.2529945
441,solar,서귀포시 대정읍,33.2218157,126.2529945
442,solar,서귀포시 성산읍,33.41805,126.88147
443,solar,제주시 한경면,33.3305,126.21066
444,solar,제주시 한경면,33.3305,126.21066
445,solar,제주시 한경면,33.3305,126.21066
446,solar,제주시 한경면,33.3305,126.21066
447,solar,제주시 한경면,33.3305,126.21066
448,solar,제주시 한경면,33.3305,126.21066
449,solar,제주시 한경면,33.3305,126.21066
450,solar,제주시 한경면,33.3305,126.21066
451,solar,제주시 한경면,33.3305,126.21066
452,solar,제주시 한경면,33.3305,126.21066
453,solar,제주시 한경면,33.3305,126.21066
454,solar,제주시 한경면,33.3305,126.21066
455,solar,제주시 한경면,33.3305,126.21066
456,solar,제주시 한림읍,33.39344,126.26684
457,solar,서귀포시 대정읍,33.2218157,126.2529945
458,solar,제주시 구좌읍,33.51662,126.81055
459,solar,서귀포시 표선면,33.3504543,126.794049
460,solar,서귀포시 강정동,33.24695,126.48927
461,solar,서귀포시 대정읍,33.2218157,126.2529945
462,solar,제주시 애월읍,33.45079,126.3752
463,solar,제주시 조천읍,33.50888,126.66305
464,solar,제주시 조천읍,33.50888,126.66305
465,solar,제주시 조천읍,33.50888,126.66305
466,solar,제주시 한경면,33.3305,126.21066
467,solar,제주시 한경면,33.3305,126.21066
468,solar,제주시 한림읍,33.39344,126.26684
469,solar,제주시 한림읍,33.39344,126.26684
470,solar,제주시 한림읍,33.39344,126.26684
471,solar,제주시 한림읍,33.39344,126.26684
472,solar,제주시 해안동,33.44899,126.46036
473,solar,제주시 해안동,33.44899,126.46036
474,solar,서귀포시 대정읍,33.2218157,126.2529945
475,solar,서귀포시 대정읍,33.2218157,126.2529945
476,solar,서귀포시 대정읍,33.2218157,126.2529945
477,solar,서귀포시 대정읍,33.2218157,126.2529945
478,solar,서귀포시 대정읍,33.2218157,126.2529945
479,solar,서귀포시 대정읍,33.2218157,126.2529945
480,solar,서귀포시 대정읍,33.2218157,126.2529945
481,solar,서귀포시 성산읍,33.41805,126.88147
482,solar,서귀포시 성산읍,33.41805,126.88147
483,solar,제주시 한경면,33.3305,126.21066
484,solar,제주시 한림읍,33.39344,126.26684
485,solar,제주시 한림읍,33.39344,126.26684
486,solar,제주시 한림읍,33.39344,126.26684
487,solar,제주시 한림읍,33.39344,126.26684
488,solar,제주시 한림읍,33.39344,126.26684
489,solar,제주시 한림읍,33.39344,126.26684
490,solar,제주시 한림읍,33.39344,126.26684
491,solar,제주시 한림읍,33.39344,126.26684
492,solar,제주시 한림읍,33.39344,126.26684
493,solar,제주시 한림읍,33.39344,126.26684
494,solar,제주시 구좌읍,33.51662,126.81055
495,solar,제주시 구좌읍,33.51662,126.81055
496,solar,제주시 구좌읍,33.51662,126.81055
497,solar,제주시 구좌읍,33.51662,126.81055
498,solar,제주시 구좌읍,33.51662,126.81055
499,solar,제주시 구좌읍,33.51662,126.81055
500,solar,제주시 구좌읍,33.51662,126.81055
501,solar,제주시 구좌읍,33.51662,126.81055
502,solar,제주시 애월읍,33.45079,126.3752
503,solar,제주시 애월읍,33.45079,126.3752
504,solar,제주시 구좌읍,33.51662,126.81055
505,solar,서귀포시 남원읍,33.3076683,126.6907475
506,solar,서귀포시 남원읍,33.3076683,126.6907475
507,solar,서귀포시 남원읍,33.3076683,126.6907475
508,solar,서귀포시 상예동,33.26177,126.38678
509,solar,서귀포시 상예동,33.26177,126.38678
510,solar,서귀포시 상예동,33.26177,126.38678
511,solar,서귀포시 상예동,33.26177,126.38678
512,solar,서귀포시 상예동,33.26177,126.38678
513,solar,서귀포시 상예동,33.26177,126.38678
514,solar,제주시 애월읍,33.45079,126.3752
515,solar,제주시 애월읍,33.45079,126.3752
516,solar,제주시 애월읍,33.45079,126.3752
517,solar,제주시 조천읍,33.50888,126.66305
518,solar,제주시 애월읍,33.45079,126.3752
519,solar,서귀포시 남원읍,33.3076683,126.6907475
520,solar,서귀포시 대정읍,33.2218157,126.2529945
521,solar,제주시 애월읍,33.45079,126.3752
522,solar,제주시 애월읍,33.45079,126.3752
523,solar,제주시 애월읍,33.45079,126.3752
524,solar,제주시 화북이동,33.50469,126.5648
525,solar,서귀포시 하원동,33.2626587,126.4600239
526,solar,제주시 한경면,33.3305,126.21066
527,solar,서귀포시 도순동,33.2569662,126.4731036
528,solar,제주시 애월읍,33.45079,126.3752
529,solar,제주시 용강동,33.47017,126.58934
530,solar,제주시 한림읍,33.39344,126.26684
531,solar,제주시 삼양일동,33.52345,126.599
532,solar,서귀포시 표선면,33.3504543,126.794049
533,solar,제주시 한림읍,33.39344,126.26684
534,solar,제주시 한림읍,33.39344,126.26684
535,solar,제주시 한림읍,33.39344,126.26684
536,solar,제주시 회천동,33.4956,126.61479
537,solar,서귀포시 남원읍,33.3076683,126.6907475
538,solar,제주시 애월읍,33.45079,126.3752
539,solar,제주시 이호이동,33.498551,126.4565213
540,solar,제주시 한경면,33.3305,126.21066
541,solar,제주시 해안동,33.44899,126.46036
542,solar,제주시 해안동,33.44899,126.46036
543,solar,제주시 해안동,33.44899,126.46036
544,solar,제주시 해안동,33.44899,126.46036
545,solar,제주시 한림읍,33.39344,126.26684
546,solar,제주시 애월읍,33.45079,126.3752
547,solar,서귀포시 안덕면,33.27688,126.34925
